Guardian;http://www.guardian.co.uk/rssfeed/0,15065,12,00.xml 
DailyMail;http://www.dailymail.co.uk/home/index.rss
Mashable;http://feeds.mashable.com/Mashable
TheVerge;http://www.theverge.com/rss/index.xml
ArsTechnia;http://feeds.arstechnica.com/arstechnica/index?format=xml
